zip,provider,zone
71229,Altice USA,A
71235,Altice USA,A
71245,Altice USA,A
71251,Altice USA,A
71261,Altice USA,A
71268,Altice USA,A
71270,Altice USA,A
71272,Altice USA,A
71275,Altice USA,A
71301,Altice USA,A
71302,Altice USA,A
71303,Altice USA,A
71320,Altice USA,A
71322,Altice USA,A
71325,Altice USA,A
71327,Altice USA,A
71328,Altice USA,A
71329,Altice USA,A
71330,Altice USA,A
71339,Altice USA,A
71341,Altice USA,A
71346,Altice USA,A
71350,Altice USA,A
71355,Altice USA,A
71357,Altice USA,A
71360,Altice USA,A
71362,Altice USA,A
71369,Altice USA,A
71403,Altice USA,A
71405,Altice USA,A
71409,Altice USA,A
71423,Altice USA,A
71426,Altice USA,A
71429,Altice USA,A
71430,Altice USA,A
71433,Altice USA,A
71439,Altice USA,A
71440,Altice USA,A
71446,Altice USA,A
71449,Altice USA,A
71457,Altice USA,A
71459,Altice USA,A
71461,Altice USA,A
71462,Altice USA,A
71467,Altice USA,A
71483,Altice USA,A
71485,Altice USA,A
71486,Altice USA,A
71497,Altice USA,A
71601,Altice USA,A
71602,Altice USA,A
71603,Altice USA,A
71730,Altice USA,A
71743,Altice USA,A
71749,Altice USA,A
71753,Altice USA,A
71765,Altice USA,A
71770,Altice USA,A
71909,Altice USA,A
71923,Altice USA,A
71949,Altice USA,A
72007,Altice USA,A
72023,Altice USA,A
72041,Altice USA,A
72043,Altice USA,A
72064,Altice USA,A
72075,Altice USA,A
72076,Altice USA,A
72079,Altice USA,A
72086,Altice USA,A
72099,Altice USA,A
72104,Altice USA,A
72110,Altice USA,A
72112,Altice USA,A
72120,Altice USA,A
72132,Altice USA,A
72150,Altice USA,A
72160,Altice USA,A
72176,Altice USA,A
72342,Altice USA,A
72348,Altice USA,A
72355,Altice USA,A
72359,Altice USA,A
72366,Altice USA,A
72374,Altice USA,A
72390,Altice USA,A
72394,Altice USA,A
72401,Altice USA,A
72404,Altice USA,A
72411,Altice USA,A
72413,Altice USA,A
72416,Altice USA,A
72417,Altice USA,A
72433,Altice USA,A
72444,Altice USA,A
72455,Altice USA,A
72460,Altice USA,A
72462,Altice USA,A
72467,Altice USA,A
72473,Altice USA,A
72476,Altice USA,A
72478,Altice USA,A
72501,Altice USA,A
72521,Altice USA,A
72527,Altice USA,A
72543,Altice USA,A
72579,Altice USA,A
72619,Altice USA,A
72626,Altice USA,A
72634,Altice USA,A
72635,Altice USA,A
72642,Altice USA,A
72651,Altice USA,A
72653,Altice USA,A
72801,Altice USA,A
72802,Altice USA,A
72821,Altice USA,A
72823,Altice USA,A
72830,Altice USA,A
72834,Altice USA,A
72837,Altice USA,A
72846,Altice USA,A
72847,Altice USA,A
72834,Altice USA,A
72858,Altice USA,A
72933,Altice USA,A
73005,Altice USA,A
73018,Altice USA,A
73048,Altice USA,A
73051,Altice USA,A
73052,Altice USA,A
73057,Altice USA,A
73068,Altice USA,A
73075,Altice USA,A
73077,Altice USA,A
73080,Altice USA,A
73095,Altice USA,A
73096,Altice USA,A
73098,Altice USA,A
73438,Altice USA,A
73463,Altice USA,A
73503,Altice USA,A
73505,Altice USA,A
73701,Altice USA,A
73703,Altice USA,A
73717,Altice USA,A
73737,Altice USA,A
73801,Altice USA,A
74023,Altice USA,A
74030,Altice USA,A
74059,Altice USA,A
74074,Altice USA,A
74075,Altice USA,A
74078,Altice USA,A
74344,Altice USA,A
74401,Altice USA,A
74403,Altice USA,A
74431,Altice USA,A
74437,Altice USA,A
74447,Altice USA,A
74467,Altice USA,A
74477,Altice USA,A
74743,Altice USA,A
74868,Altice USA,A
74884,Altice USA,A
74937,Altice USA,A
74955,Altice USA,A
75002,Altice USA,A
75009,Altice USA,A
75032,Altice USA,A
75034,Altice USA,A
75058,Altice USA,A
75068,Altice USA,A
75069,Altice USA,A
75071,Altice USA,A
75078,Altice USA,A
75087,Altice USA,A
75126,Altice USA,A
75132,Altice USA,A
75140,Altice USA,A
75143,Altice USA,A
75147,Altice USA,A
75148,Altice USA,A
75156,Altice USA,A
75159,Altice USA,A
75160,Altice USA,A
75161,Altice USA,A
75163,Altice USA,A
75180,Altice USA,A
75181,Altice USA,A
75189,Altice USA,A
75253,Altice USA,A
75409,Altice USA,A
75412,Altice USA,A
75416,Altice USA,A
75417,Altice USA,A
75421,Altice USA,A
75426,Altice USA,A
75431,Altice USA,A
75435,Altice USA,A
75436,Altice USA,A
75446,Altice USA,A
75454,Altice USA,A
75455,Altice USA,A
75457,Altice USA,A
75460,Altice USA,A
75462,Altice USA,A
75477,Altice USA,A
75480,Altice USA,A
75482,Altice USA,A
75486,Altice USA,A
75487,Altice USA,A
75493,Altice USA,A
75494,Altice USA,A
75550,Altice USA,A
75554,Altice USA,A
75636,Altice USA,A
75638,Altice USA,A
75647,Altice USA,A
75652,Altice USA,A
75653,Altice USA,A
75654,Altice USA,A
75656,Altice USA,A
75658,Altice USA,A
75662,Altice USA,A
75663,Altice USA,A
75668,Altice USA,A
75686,Altice USA,A
75693,Altice USA,A
75701,Altice USA,A
75702,Altice USA,A
75703,Altice USA,A
75704,Altice USA,A
75705,Altice USA,A
75706,Altice USA,A
75707,Altice USA,A
75708,Altice USA,A
75709,Altice USA,A
75710,Altice USA,A
75711,Altice USA,A
75713,Altice USA,A
75750,Altice USA,A
75751,Altice USA,A
75752,Altice USA,A
75755,Altice USA,A
75757,Altice USA,A
75758,Altice USA,A
75762,Altice USA,A
75763,Altice USA,A
75765,Altice USA,A
75766,Altice USA,A
75770,Altice USA,A
75771,Altice USA,A
75773,Altice USA,A
75783,Altice USA,A
75785,Altice USA,A
75791,Altice USA,A
75791,Altice USA,A
75792,Altice USA,A
75835,Altice USA,A
75844,Altice USA,A
75849,Altice USA,A
75901,Altice USA,A
75904,Altice USA,A
75935,Altice USA,A
75941,Altice USA,A
75946,Altice USA,A
75961,Altice USA,A
75962,Altice USA,A
75964,Altice USA,A
75965,Altice USA,A
75972,Altice USA,A
76067,Altice USA,A
76227,Altice USA,A
76240,Altice USA,A
76249,Altice USA,A
76258,Altice USA,A
76264,Altice USA,A
76266,Altice USA,A
76271,Altice USA,A
76273,Altice USA,A
76354,Altice USA,A
76360,Altice USA,A
76365,Altice USA,A
76367,Altice USA,A
76374,Altice USA,A
76424,Altice USA,A
76430,Altice USA,A
76437,Altice USA,A
76448,Altice USA,A
76466,Altice USA,A
76470,Altice USA,A
76537,Altice USA,A
76567,Altice USA,A
76598,Altice USA,A
76900,Altice USA,A
76901,Altice USA,A
76903,Altice USA,A
76904,Altice USA,A
76905,Altice USA,A
76908,Altice USA,A
76909,Altice USA,A
76932,Altice USA,A
77301,Altice USA,A
77302,Altice USA,A
77302,Altice USA,A
77303,Altice USA,A
77304,Altice USA,A
77306,Altice USA,A
77316,Altice USA,A
77318,Altice USA,A
77320,Altice USA,A
77327,Altice USA,A
77331,Altice USA,A
77336,Altice USA,A
77339,Altice USA,A
77340,Altice USA,A
77341,Altice USA,A
77345,Altice USA,A
77351,Altice USA,A
77356,Altice USA,A
77360,Altice USA,A
77364,Altice USA,A
77365,Altice USA,A
77371,Altice USA,A
77372,Altice USA,A
77378,Altice USA,A
77384,Altice USA,A
77385,Altice USA,A
77445,Altice USA,A
77446,Altice USA,A
77484,Altice USA,A
77520,Altice USA,A
77521,Altice USA,A
77523,Altice USA,A
77532,Altice USA,A
77535,Altice USA,A
77580,Altice USA,A
77801,Altice USA,A
77802,Altice USA,A
77803,Altice USA,A
77805,Altice USA,A
77807,Altice USA,A
77808,Altice USA,A
77830,Altice USA,A
77833,Altice USA,A
77840,Altice USA,A
77841,Altice USA,A
77843,Altice USA,A
77844,Altice USA,A
77845,Altice USA,A
77856,Altice USA,A
77859,Altice USA,A
77871,Altice USA,A
77872,Altice USA,A
77868,Altice USA,A
77901,Altice USA,A
77904,Altice USA,A
77905,Altice USA,A
77988,Altice USA,A
78024,Altice USA,A
78025,Altice USA,A
78028,Altice USA,A
78600,Altice USA,A
78602,Altice USA,A
78626,Altice USA,A
78628,Altice USA,A
78633,Altice USA,A
78634,Altice USA,A
78641,Altice USA,A
78659,Altice USA,A
78660,Altice USA,A
78664,Altice USA,A
78753,Altice USA,A
79000,Altice USA,A
79015,Altice USA,A
79016,Altice USA,A
79072,Altice USA,A
79079,Altice USA,A
79088,Altice USA,A
79095,Altice USA,A
79100,Altice USA,A
79101,Altice USA,A
79102,Altice USA,A
79103,Altice USA,A
79104,Altice USA,A
79106,Altice USA,A
79107,Altice USA,A
79108,Altice USA,A
79109,Altice USA,A
79110,Altice USA,A
79111,Altice USA,A
79118,Altice USA,A
79119,Altice USA,A
79121,Altice USA,A
79124,Altice USA,A
79160,Altice USA,A
79201,Altice USA,A
79235,Altice USA,A
79325,Altice USA,A
79356,Altice USA,A
79363,Altice USA,A
79382,Altice USA,A
79400,Altice USA,A
79401,Altice USA,A
79403,Altice USA,A
79404,Altice USA,A
79406,Altice USA,A
79407,Altice USA,A
79409,Altice USA,A
79410,Altice USA,A
79411,Altice USA,A
79412,Altice USA,A
79413,Altice USA,A
79414,Altice USA,A
79415,Altice USA,A
79416,Altice USA,A
79423,Altice USA,A
79424,Altice USA,A
79500,Altice USA,A
79501,Altice USA,A
79511,Altice USA,A
79520,Altice USA,A
79526,Altice USA,A
79549,Altice USA,A
79556,Altice USA,A
79562,Altice USA,A
79563,Altice USA,A
79600,Altice USA,A
79601,Altice USA,A
79602,Altice USA,A
79603,Altice USA,A
79605,Altice USA,A
79606,Altice USA,A
79607,Altice USA,A
79697,Altice USA,A
79700,Altice USA,A
79701,Altice USA,A
79702,Altice USA,A
79703,Altice USA,A
79705,Altice USA,A
79706,Altice USA,A
79707,Altice USA,A
79712,Altice USA,A
79714,Altice USA,A
79720,Altice USA,A
79745,Altice USA,A
79756,Altice USA,A
79772,Altice USA,A
83520,Altice USA,A
83522,Altice USA,A
83523,Altice USA,A
83530,Altice USA,A
83536,Altice USA,A
83544,Altice USA,A
83545,Altice USA,A
83546,Altice USA,A
83553,Altice USA,A
83555,Altice USA,A
83810,Altice USA,A
83837,Altice USA,A
83839,Altice USA,A
83849,Altice USA,A
83850,Altice USA,A
83858,Altice USA,A
83867,Altice USA,A
83868,Altice USA,A
83869,Altice USA,A
83873,Altice USA,A
85334,Altice USA,A
85344,Altice USA,A
85541,Altice USA,A
85544,Altice USA,A
85547,Altice USA,A
86001,Altice USA,A
86002,Altice USA,A
86003,Altice USA,A
86004,Altice USA,A
86011,Altice USA,A
86015,Altice USA,A
86018,Altice USA,A
86024,Altice USA,A
86038,Altice USA,A
86322,Altice USA,A
86326,Altice USA,A
86335,Altice USA,A
86336,Altice USA,A
86339,Altice USA,A
86340,Altice USA,A
86341,Altice USA,A
86342,Altice USA,A
86351,Altice USA,A
86401,Altice USA,A
86403,Altice USA,A
86404,Altice USA,A
86405,Altice USA,A
86406,Altice USA,A
86409,Altice USA,A
86411,Altice USA,A
86412,Altice USA,A
86413,Altice USA,A
86426,Altice USA,A
86427,Altice USA,A
86429,Altice USA,A
86430,Altice USA,A
86437,Altice USA,A
86439,Altice USA,A
86442,Altice USA,A
86445,Altice USA,A
86446,Altice USA,A
88100,Altice USA,A
88101,Altice USA,A
88103,Altice USA,A
88135,Altice USA,A
89028,Altice USA,A
89029,Altice USA,A
89048,Altice USA,A
89060,Altice USA,A
89061,Altice USA,A
92225,Altice USA,A
92226,Altice USA,A
92242,Altice USA,A
92267,Altice USA,A
93513,Altice USA,A
93514,Altice USA,A
93526,Altice USA,A
93529,Altice USA,A
93546,Altice USA,A
93664,Altice USA,A
93933,Altice USA,A
93940,Altice USA,A
93944,Altice USA,A
93955,Altice USA,A
95501,Altice USA,A
95503,Altice USA,A
95519,Altice USA,A
95521,Altice USA,A
95524,Altice USA,A
95525,Altice USA,A
95528,Altice USA,A
95536,Altice USA,A
95537,Altice USA,A
95540,Altice USA,A
95547,Altice USA,A
95551,Altice USA,A
95562,Altice USA,A
95564,Altice USA,A
95565,Altice USA,A
95570,Altice USA,A
95602,Altice USA,A
95631,Altice USA,A
95703,Altice USA,A
95713,Altice USA,A
95722,Altice USA,A
95724,Altice USA,A
95728,Altice USA,A
95736,Altice USA,A
95945,Altice USA,A
95949,Altice USA,A
96141,Altice USA,A
96142,Altice USA,A
96145,Altice USA,A
96146,Altice USA,A
96160,Altice USA,A
96161,Altice USA,A
96162,Altice USA,A
